report,type_blocker,type_regression,type_bug,type_documentation,type_enhancement,type_task,type_dependency_upgrade
The issue DATAREST 1317 was raised by Mark Paluch to streamline the reference documentation setup for Spring Data REST The proposal involves removing common properties from index adoc since these are now specified in the Spring Data Build This change aims to simplify the documentation process and reduce redundancy Additionally this issue is linked to DATACMNS 1442 which shares a similar goal of simplification The changes were referenced in a commit that can be viewed on GitHub,0,0,0,1,1,0,0
In Spring Data REST projections require methods to have a get prefix to be included in the response This can be confusing when using virtual fields as methods without this prefix are ignored For example a method like lowerName won t be included unless prefixed with get This requirement isn t clearly documented leading to potential confusion and time spent debugging Adding clarification in the documentation could help developers avoid such issues The use of Value annotations for computed properties should also follow this convention as the current examples only show getters The documentation will be updated to emphasize this requirement,0,0,0,1,1,0,0
In Spring Data REST a reported issue arises when using class level RequestMapping in a RepositoryRestController This setup causes GET requests to fail with a Method Not Allowed error if a custom POST endpoint is defined The workaround involves moving RequestMapping annotations to individual methods which resolves the inconsistency This behavior contrasts with standard Spring MVC leading to confusion The issue stems from how Spring MVC s default HandlerMapping interacts with class level annotations conflicting with Spring Data REST s handling Documentation improvements are suggested to clarify this behavior The issue relates to interface based proxies where RequestMapping might be used without an accompanying Controller annotation,0,0,0,1,1,0,0
The editorial overhaul of reference documents for Spring Data REST focuses on improving clarity and usability It addresses issues in version 3 1 M3 Lovelace and is linked to a pull request and specific commits on GitHub The changes aim to enhance the documentation structure making it more accessible and easier to understand for users This involves refining explanations updating examples and ensuring consistency throughout the reference materials The initiative is part of an effort to provide better support and guidance for developers using the framework,0,0,0,1,1,0,0
In the Spring Data REST project an issue was raised to include an example of setting spring data rest detection strategy annotated in the documentation This was suggested to be added to the section detailing which repositories are exposed by default However Oliver Drotbohm noted that this feature is specific to Spring Boot and not Spring Data REST itself Including such documentation could lead to inconsistencies as the lifecycle of Spring Boot features is separate from Spring Data REST The Spring Boot documentation already covers these configuration properties and JavaDoc for RepositoryDetectionStrategies provides detailed explanations Due to a lack of further feedback the issue was closed Here s an example of how application properties might look for setting the detection strategy properties spring data rest detection strategy annotated This property configures the detection strategy for repositories to be exposed based on annotations,0,0,0,1,1,0,0
Oliver Drotbohm opened issue DATAREST 951 to address an example fix in the reference documentation for Spring Data REST This issue is linked to DATAREST 930 which involves correcting typos in the CustomRestMvcConfiguration documentation The fix has been referenced from a pull request on GitHub and has been backported to multiple versions including 2 6 RC1 Ingalls 2 5 6 Hopper SR6 and 2 4 7 Gosling SR7 These updates ensure consistency and accuracy across the documentation for better usability and understanding by developers,0,0,0,1,1,0,0
Oliver Drotbohm opened a ticket DATAREST 950 to address typos in the reference documentation of the Spring Data REST project This issue is linked to a pull request on GitHub aimed at correcting these errors The fixes have been backported to multiple versions specifically 2 6 RC1 Ingalls 2 5 6 Hopper SR6 and 2 4 7 Gosling SR7 These updates ensure that the documentation is accurate and up to date across different releases improving the overall quality and usability for developers,0,0,0,1,1,0,0
The issue DATAREST 714 was opened by Oliver Drotbohm to enhance the reference documentation for Spring Data REST by including information about RepositoryRestConfigurer It affects version 2 4 1 Gosling SR1 and has been addressed in several commits The changes have been backported to versions 2 4 2 Gosling SR2 and 2 3 3 Fowler SR3 This improvement aims to provide clearer guidance on configuring repositories in Spring Data REST projects The related commits provide the necessary updates to ensure comprehensive documentation,0,0,0,1,1,0,0
To create custom endpoints that properly yield HAL documents in Spring Data REST it s essential to return Spring HATEOAS Resources Greg Turnquist highlighted this in DATAREST 684 noting that the existing documentation was unclear about this requirement The reference documents should be edited to explicitly guide users on these steps This was addressed in a pull request and specific commits with the changes backported to version 2 4 1 For detailed guidance refer to the official documentation s section on overriding Spring Data REST response handlers,0,0,0,1,1,0,0
Greg Turnquist opened DATAREST 624 https jira spring io browse DATAREST 624 to request the addition of reference documentation for the HAL Browser detailing how to integrate it into applications The documentation should include a cross link to the relevant section in Spring Boot This enhancement was referenced from a pull request and several commits in the Spring Data REST project repository aiming to improve user guidance on utilizing the HAL Browser effectively within the Spring ecosystem,0,0,0,1,1,0,0
Greg Turnquist opened DATAREST 623 https jira spring io browse DATAREST 623 to suggest extending the reference documentation for Spring Data REST The goal is to demonstrate how to programmatically link to various endpoints using Spring Data REST s APIs instead of relying on Spring HATEOAS s LinkBuilder or manual methods This enhancement is intended to provide developers with clearer guidance and improve the ease of linking within applications A related pull request can be found here https github com spring projects spring data rest pull 195,0,0,0,1,1,0,0
Greg Turnquist opened a JIRA issue DATAREST 576 https jira spring io browse DATAREST 576 highlighting the presence of duplicate README and CONTRIBUTING documents in Markdown format The task involves removing these redundant files This issue is referenced in a pull request and several commits on GitHub The changes have been backported to versions 2 3 1 Fowler SR1 and 2 2 3 Evans SR3 of the project,0,0,0,1,1,0,0
The issue DATAREST 550 https jira spring io browse DATAREST 550 redirect false opened by Oliver Drotbohm addresses the need for improved documentation on excerpt projections in Spring Data REST It emphasizes being more precise about when excerpt projections are applied and how to register a projection type effectively This issue affects versions 2 2 2 Evans SR2 and 2 3 GA Fowler The problem is discussed in a Stack Overflow post http stackoverflow com questions 30220333 why is an excerpt projection not applied automatically for a spring data rest it and is referenced through various pull requests and commits on GitHub including pull request 179 https github com spring projects spring data rest pull 179 The improvements have been backported to version 2 3 1 Fowler SR1,0,0,0,1,1,0,0
The issue DATAREST 508 https jira spring io browse DATAREST 508 opened by Oliver Drotbohm highlights the need for clearer documentation on how projection interfaces are identified in Spring Data REST The current documentation explains how to create a projection but lacks details on locating these interfaces There are two methods for picking them up placing them in the same package or a sub package of the entity they apply to or manually registering them via RepositoryRestConfiguration projectionConfiguration addProjection This issue affects version 2 3 GA Fowler and has been referenced in a related pull request and backported to version 2 3 1 Fowler SR1,0,0,0,1,1,0,0
The task involves updating the reference documentation for Spring Data REST to incorporate HAL Hypertext Application Language and remove deprecated annotations This update is tracked under the issue DATAREST 478 initiated by Greg Turnquist The issue is linked to DATAREST 450 which focuses on migrating wiki content into the reference documentation and replacing it with links The changes have been proposed in a pull request on GitHub and backported to version 2 2 3 Evans SR3 This update aims to ensure that the documentation reflects current best practices and technologies,0,0,0,1,1,0,0
The issue DATAREST 468 opened by Oliver Drotbohm highlights a documentation gap in Spring Data REST regarding supported media types for PATCH requests Specifically it suggests adding application patch json and application merge patch json to the reference documentation This enhancement is crucial for developers to understand the capabilities of the API when dealing with partial updates The issue is referenced in commits 3eb0691 https github com spring projects spring data rest commit 3eb0691d95daed24b89b08c33012e8a03723eebe and 6413765 https github com spring projects spring data rest commit 64137658ba453731c19d9a60fe1dc3d4bf0ef8b1 indicating its implementation progress,0,0,0,1,1,0,0
Summary for Machine Learning In the context of improving documentation for Spring Data REST a suggestion was made to include a miscellaneous section This section should cover integration details with Spring Security and provide links to auditing options tailored to different data stores The aim is to enhance user guidance and streamline the implementation of security and auditing features The task was initially duplicated as noted by the reference to a similar issue DATAREST 454 https jira spring io browse DATAREST 454 indicating the importance of these enhancements in the documentation process,0,0,0,1,1,0,0
Greg Turnquist opened a Jira issue DATAREST 454 to enhance the documentation by adding a section on conditional operations This section should demonstrate how to use conditional tags based on timestamps and versioning facilitating better control over data changes and updates The issue is linked to DATAREST 397 which focuses on integrating with Spring Security and DATAREST 449 which involves refining the reference documentation The enhancements are also referenced in a pull request and have been backported to version 2 3 1 Fowler SR1 of Spring Data REST These updates aim to improve the clarity and functionality of the documentation ensuring users can implement conditional logic effectively,0,0,0,1,1,0,0
Greg Turnquist opened DATAREST 453 https jira spring io browse DATAREST 453 redirect false to enhance the Spring Data documentation by adding links to relevant examples This improvement aims to assist users in understanding the application of Spring Data concepts through practical examples The issue is linked to DATAREST 449 https jira spring io browse DATAREST 449 which involves reviewing and refining the reference documentation to address any obvious gaps The changes are referenced in a pull request https github com spring projects spring data rest pull 168 and have been backported to version 2 2 3 Evans SR3 https github com spring projects spring data rest milestone 33 closed 1,0,0,0,1,1,0,0
The issue DATAREST 452 https jira spring io browse DATAREST 452 opened by Greg Turnquist involves adding ALPS Application Level Profile Semantics to the Spring Data REST reference documentation The goal is to enhance metadata documentation by using ALPS as detailed in a 2014 blog post https spring io blog 2014 07 14 spring data rest now comes with alps metadata This task is linked to another issue DATAREST 449 https jira spring io browse DATAREST 449 which focuses on reviewing and improving the documentation quality The changes related to this improvement were referenced in a pull request https github com spring projects spring data rest pull 164 and backported to version 2 2 3 Evans SR3 https github com spring projects spring data rest milestone 33 closed 1,0,0,0,1,1,0,0
Greg Turnquist opened issue DATAREST 451 to enhance the documentation of Spring Data REST by adding projections and excerpts This issue is linked to DATAREST 419 which focuses on documenting Projection usage and is considered both superseded and duplicated by it The improvements aim to address and clean up deficiencies in the reference documentation These updates are referenced in several commits to the Spring Data REST project indicating a comprehensive effort to integrate these changes The enhancements have been backported to version 2 2 3 Evans SR3 ensuring broader accessibility and application of the improvements,0,0,0,1,1,0,0
The task involves migrating wiki content into reference documentation and replacing it with links to streamline and update the documentation process This initiative tracked in issue DATAREST 450 is part of a broader effort to enhance the quality of the reference docs by addressing obvious deficiencies and updating them to reflect current standards such as using HAL and removing deprecated annotations These changes were initiated by Greg Turnquist and include a pull request on GitHub for further improvements The work has been backported to version 2 2 3 Evans SR3 and involves collaboration from other contributors like Oliver Drotbohm who helped refine the documentation with minor adjustments,0,0,0,1,1,0,0
The task involves reviewing and refining the reference documentation for Spring Data REST addressing gaps and ensuring clarity This includes integrating content from the wiki into the main docs and enhancing them with links to setup and Spring Boot resources Key updates involve documenting conditional operations adding projections and excerpts and incorporating ALPS Application Level Profile Semantics Additionally there is a focus on linking to Spring Data Examples to provide practical insights These improvements are tracked through several related issues and a pull request aiming for comprehensive and user friendly documentation,0,0,0,1,1,0,0
The issue DATAREST 422 https jira spring io browse DATAREST 422 redirect false was opened by Oliver Drotbohm https jira spring io secure ViewProfile jspa name olivergierke to address a problem with a broken link to the reference documentation in the README of the Spring Data REST project The fix was crucial for ensuring that users could access the correct documentation easily This update was backported to version 2 2 2 Evans SR2 https github com spring projects spring data rest milestone 28 closed 1 ensuring consistency across different versions of the project Such maintenance tasks are essential in software development to keep documentation accurate and user friendly supporting developers effectively,0,0,0,1,1,0,0
The user was looking for a what s new document for the 2 2 0 RELEASE but couldn t find it initially Later they discovered the necessary documentation and links in a blog post on the Spring website specifically related to the Spring Data Release Train Evans The issue was resolved and they suggested that the query could be closed,0,0,0,1,1,0,0
The documentation overhaul for DATAREST 252 https jira spring io browse DATAREST 252 focuses on improving clarity and organization for Spring Data REST Initiated by Oliver Drotbohm the update aims to address existing gaps and enhance user understanding Key changes include restructuring sections updating examples and ensuring consistency across the documentation This effort aligns with recent commits like afe2bd9 https github com spring projects spring data rest commit afe2bd936191ed9e43f55db29c953536c641dd50 which reflect these improvements The overhaul is part of a broader initiative to provide more comprehensive guidance for developers utilizing Spring Data REST in their projects,0,0,0,1,1,0,0
The issue DATAREST 212 highlights a problem with the way sorting options are parsed in Spring Data REST When making requests like http localhost 8080 web users size 100 sort email email dir desc the sorting direction wasn t mapped correctly defaulting to ascending order The documentation needed an update to reflect the new method for specifying sort order which uses a format like size 100 sort email asc This change is due to updates in the SortHandlerMethodArgumentResolver in Spring Data Commons Users can revert to the legacy method if needed by overriding the pageableResolver The documentation update aims to prevent confusion and save users time by clearly explaining the new sorting syntax,0,0,0,1,1,0,0
It seems there is an issue with the Spring Framework documentation links for version 6 1 0 Both the 6 1 0 SNAPSHOT and 6 1 0 RC1 in the version dropdown are directing users to the same URL which appears to be the Snapshot documentation This behavior is unexpected as confirmed by a contributor Additionally there is a 6 0 SNAPSHOT URL available but no equivalent 6 1 SNAPSHOT URL A pull request has been referenced for further details on this issue,0,0,1,1,0,0,0
In Spring Framework when an Bean method returns null the Autowired annotation will inject a NullBean instead of null for cached arguments This behavior is a backport from a change made in a later version gh 30485 The purpose of using NullBean is to prevent NullPointerExceptions and ensure that dependency injection can handle null returning beans gracefully This approach allows the framework to maintain consistency and robustness especially when dealing with complex dependency graphs By using NullBean developers can avoid common pitfalls associated with null values simplifying debugging and enhancing application stability,0,0,1,1,0,0,0
In Spring 5 x when a Bean method returns null Autowired injects a NullBean instead of null due to internal handling changes This behavior causes getBean calls to return NullBean rather than null which is unexpected for users The NullBean is an internal placeholder that mimics null behavior but its direct return from getBean may surprise developers The recommended approach is to resolve such beans using Autowired or BeanFactory getBeanProvider as getBean no longer returns null directly This discrepancy can lead to inconsistent results in tests indicating a potential bug in the resolution algorithm The issue persists in 5 x versions but might be addressed in 6 x Documentation will be updated to clarify these behaviors and suggest alternative methods for handling optional beans,0,0,1,1,0,0,0
The task involves enhancing the documentation and matching algorithm within data binders This includes refining the way data is organized and retrieved ensuring that the documentation is clear and comprehensive for users The improvement is a backport of changes initially made in pull request gh 28333 The primary focus is on optimizing the algorithm to increase accuracy and efficiency in matching data sets This might involve updating methods to handle edge cases better improving performance and making the system more intuitive for developers Overall these changes aim to streamline processes and enhance the usability and functionality of data binders in machine learning applications,0,0,1,1,0,0,0
To improve the documentation and matching algorithm in data binders focus on clear concise guides that outline usage functionality and troubleshooting steps Ensure the documentation is structured logically with sections for beginners and advanced users For the matching algorithm enhance accuracy by refining feature extraction techniques and implementing machine learning models that can learn from previous matches Regularly update both the documentation and algorithm based on user feedback and performance metrics Incorporate examples and visual aids in the documentation to facilitate understanding Additionally consider integrating an FAQ section to address common queries and issues efficiently,0,0,1,1,0,0,0
In Spring Framework 4 3 3 an issue was identified where ModelAndView s setStatus method does not work as expected in ExceptionHandler methods Specifically when using mav setViewName redirect error the HTTP status is set to 302 and with mav setViewName error it defaults to 200 ignoring the status set by mav setStatus httpStatus This occurs because the view name can override the status during view rendering particularly with RedirectView which sets its own status code The issue was acknowledged and fixed ensuring that the response status is set before the view rendering process This fix aims to align the behavior of ExceptionHandler with RequestMapping methods which already support setting response status through ModelAndView Documentation improvements were also suggested for clarity on this behavior,0,0,1,1,0,0,0
In the Spring Framework documentation there s an error in the section about Multiple Transaction Managers The incorrect class name used is org springframework jdbc DataSourceTransactionManager It should be org springframework jdbc datasource DataSourceTransactionManager This typo affects the proper configuration of transaction managers in Spring applications The issue was identified and reported by Wies aw M ynarski and acknowledged by St phane Nicoll The correction ensures that users configure their transaction managers correctly which is essential for handling multiple data sources This issue affects version 4 1 GA of the framework and has been noted in the project s commit history,0,0,1,1,0,0,0
In the issue SPR 11412 https jira spring io browse SPR 11412 Rob Winch highlighted the need to update Javadoc styling to align with JDK8 standards The update is necessary because JDK8 removed the resources folder which affected customizations related to the background images used in the Javadoc banner These changes were initially implemented in commit 1c724069 to ensure visibility of the white banner The update should focus on adapting the styling to JDK8 s default while retaining essential customizations This issue affects version 4 0 1 and is referenced in commit 14616a445a6e54a6ff18d037634bb1450db71719 on GitHub,0,0,1,1,0,0,0
A typo was identified in the Spring MVC reference documentation for version 3 2 x where ContentNeogitatingViewResolver was mistakenly used instead of ContentNegotiatingViewResolver This issue was reported by Andi Rustandi Djunaedi highlighting the error in the documentation The problem was acknowledged by Phil Webb who appreciated the feedback The correction was referenced in two commits on the Spring Framework GitHub repository ensuring the documentation was updated to reflect the correct term,0,0,1,1,0,0,0
Christopher Hotchkiss reported a typo in a code example on the Spring Framework documentation The annotation EnableSCheduling is incorrectly capitalized and should be EnableScheduling This issue was documented in SPR 10394 https jira spring io browse SPR 10394 redirect false,0,0,1,1,0,0,0
Karl Bennett highlighted errors in the Spring MVC Test examples in the reference manual Specifically the MockHttpServletRequestBuilder accept MediaType method incorrectly uses a String instead of MediaType Additionally there is a syntax error where a closing parenthesis is missing in the jsonPath assertion example These issues affect version 3 2 2 A related issue suggested creating an overload for accept String mediaTypes Sam Brannen submitted a pull request to address these problems For more details refer to the Spring Framework documentation and the pull request on GitHub,0,0,1,1,0,0,0
The JavaDoc generation for the Spring Framework is reporting multiple warnings primarily due to missing or incorrect references in the documentation tags These issues include errors fetching URL package lists unresolved link and see tags and missing closing characters for inline tags The warnings occur on a Linux system using JDK 7 update 9 x64 affecting version 3 2 1 of the framework Some problems stem from longstanding unresolved JavaDoc tool bugs with potential solutions suggested from related bug reports A pull request has been created to address these issues,0,0,1,1,0,0,0
The issue SPR 10311 addresses incorrect documentation regarding the scope of inner beans in the Spring framework The documentation incorrectly states that inner beans automatically become prototype beans which is misleading Prototype beans by definition do not have destruction callbacks yet inner beans do receive these callbacks causing confusion The intended meaning was likely to describe the creation of multiple instances but the analogy to prototype scope was inaccurate Inner beans are created alongside their enclosing beans resulting in multiple instances if the outer bean is prototype scoped However if the outer bean is singleton destruction callbacks are still applied contradicting the prototype definition The discussion emphasizes the need to clarify the distinction and scope behavior in the documentation to prevent misunderstandings,0,0,1,1,0,0,0
The Spring Framework s 3 2 migration guide has been updated to address changes in dependencies related to JUnit and Hamcrest The spring test module now depends on JUnit 4 11 TestNG 6 5 2 and Hamcrest Core 1 3 all declared as optional in the Maven POM Notably JUnit 4 11 no longer includes Hamcrest Core within its artifact requiring explicit declarations for Hamcrest dependencies if matchers are used This change addresses previous issues with duplicate classes due to Hamcrest being inlined in older versions of JUnit and hamcrest all The migration guide now accurately describes Hamcrest Core as a transitive dependency helping developers manage dependencies more effectively The update includes recommendations to adjust Maven or Gradle configurations accordingly ensuring proper scope management for test dependencies,0,0,1,1,0,0,0
The issue with building the 3 2 x branch using Java 7 is due to the api javadoc task failing because it relies on asmRepackJar to be executed first This problem was identified by Stevo Slavi and acknowledged by Chris Beams who mentioned that Phil Webb had already fixed the issue in a commit However the fix hadn t been merged into the 3 2 x branch The commit by Phil Webb ensured that the Gradle api task depends on the jar tasks of all subprojects which guarantees the execution of asmRepackJar and cglibRepackJar tasks necessary for JavaDoc generation Phil Webb confirmed that the fix has now been merged As a temporary workaround Stevo Slavi suggested using the command gradlew clean jar build,0,0,1,1,0,0,0
In the Spring Framework documentation an issue was reported in section 13 4 3 Batch operations with multiple batches by Manuel Jordan The sample code included an unnecessary loop which prompted Jordan to open a ticket SPR 9937 This affected version 3 1 2 of the documentation Phil Webb responded acknowledging the error and confirming that it was fixed in the Git repository The corrected documentation will be available with the release of version 3 2 Jordan also expressed his intention to contribute more after learning Git,0,0,1,1,0,0,0
The issue in SPR 9855 involves the ServletConfigAware interface in Spring where an expected exception is not thrown outside a Servlet specific WebApplicationContext Ivan Sopov reported that despite the Javadoc indicating an exception should occur if ServletConfigAware is used outside this context it doesn t happen A sample code test confirmed this behavior Chris Beams suggested that updating the documentation might be necessary as changing the behavior now could affect backward compatibility for existing applications Ivan Sopov agreed that removing the exception statement from the Javadoc is acceptable but suggested logging a warning or error instead Juergen Hoeller decided to revise the documentation to clarify that ServletConfig is not set when not in a Servlet specific context aligning with intended behavior since ServletConfigAware is used for optional introspection of init parameters,0,0,1,1,0,0,0
The issue SPR 9267 addresses missing images in the Spring 3 1 PDF documentation Despite previous reports claiming it was fixed in version 3 1RC1 the final release still lacked images Sylvain Laurent reported the issue and Chris Beams acknowledged it stating a fix was implemented However the problem persisted as Kirill Kazakov noted that the images were still absent in the 3 1 x version Sylvain confirmed that images were present in the 3 1 0 release but not in subsequent versions like 3 1 1 The issue highlights ongoing challenges with ensuring documentation completeness across versions,0,0,1,1,0,0,0
Stevo Slavi reported multiple Javadoc warnings in the Spring Framework affecting version 3 2 M1 He created a pull request to address most of these issues but 104 warnings remained unresolved Despite efforts to submit another pull request for additional fixes he faced difficulties due to GitHub limitations and previous unaccepted submissions Chris Beams acknowledged that the issue was fixed referencing a related pull request for details The discussion highlights ongoing efforts and collaboration to resolve documentation warnings in the project,0,0,1,1,0,0,0
The issue SPR 9097 opened by Stevo Slavi involves a failure in Javadoc generation due to encoding problems when using Java 1 7 The build log indicates errors related to unmappable character for encoding UTF8 in certain Java files causing the Javadoc task to fail This problem does not occur with Java 1 6 suggesting a version specific issue The matter was referenced in commits and discussed by Chris Beams who confirmed a fix linked to a pull request Slavi proposed a patch and submitted pull requests to address the encoding issue ensuring compatibility with Java 1 7,0,0,1,1,0,0,0
The issue reported in SPR 8915 was about the Spring Framework 3 1 documentation referencing an outdated link to the OpenSymphony Quartz Scheduler Zemian Deng noted that the documentation should instead refer to the Quartz Scheduler with the correct link to http quartz scheduler org This was addressed and corrected by Chris Beams who acknowledged the update and thanked Zemian for bringing it to their attention,0,0,1,1,0,0,0
Igor Mihalik reported an issue in the Spring Framework SPR 8720 regarding an incorrect link in the Javadoc for ServletContainerInitializer The link pointed to an outdated URL The issue affected version 3 1 M2 and was referenced in a commit by Chris Beams The commit addressed several broken or outdated external Javadoc links including those for Hibernate Java SE and EE 6 Quartz and Apache Pluto ensuring they now resolve correctly This update was committed on October 10 2011,0,0,1,1,0,0,0
In the Spring Framework Cache Abstraction document a bug was identified in section 28 4 2 s example code The original code used incorrect attribute names p cache manager and p config location The correct attributes should be p cacheManager ref and p configLocation However only the cache manager attribute needs correction as the p namespace accommodates camel case making p config location valid The corrected code should specify p cacheManager ref ehcache to ensure proper configuration This issue specifically affects version 3 1 M2 of the framework,0,0,1,1,0,0,0
A bug in the Spring Framework cache abstraction document SPR 8670 was reported by Keesun Baik The issue involved a typographical error in the documentation specifically in the sentence All the other caches that do not contain the method will be updated as well event though the cached method was not actually executed The word event needed to be corrected to even This issue affected version 3 1 M2 and was referenced in a commit Chris Beams confirmed the fix thanking Keesun for the report,0,0,1,1,0,0,0
The issue SPR 8512 was opened by Michael K nig highlighting that certain Spring Framework PDF documents lack images specifically diagrams This affects versions 3 0 5 3 1 M1 and 3 1 M2 The problem is linked to similar issues such as 13323 and 13315 which also report missing diagrams in the PDF reference manual Chris Beams confirmed the issue and mentioned plans to resolve it by the RC1 release,0,0,1,1,0,0,0
In the Spring Framework the introduction of nested beans elements has changed the id attribute from xsd ID to xsd string making id no longer unique per XML file This change affects version 3 1 M1 and requires updates to the documentation specifically section 3 3 1 The change also impacts sections 3 4 2 1 and 3 4 2 2 regarding the idref element The matter was addressed by Grzegorz Grzybek and further discussed by Chris Beams who noted the diminishing value of the local attribute prompting the creation of a separate issue 12711 for its resolution The adjustments have been acknowledged and implemented promptly,0,0,1,1,0,0,0
In section 15 4 1 Intercepting requests the HandlerInterceptor interface of the Spring Framework documentation an example contains invalid Java code java if openingTime hour closingTime return true This syntax results in an error because Java does not allow chained comparisons like this The error message is operator cannot be applied to boolean int This issue was identified by Costa Theodosiou in ticket SPR 7750 https jira spring io browse SPR 7750 and has been fixed by Chris Beams The affected version was 3 0 5 with a correction referenced in a commit on GitHub,0,0,1,1,0,0,0
In section 1 3 of the Spring Framework documentation a typo was identified in the Typical full fledged Spring web application diagram where Dynamic binding was misspelled as Dymaic binding This issue documented under SPR 7715 was opened by Don Mitchell and has since been addressed The typo affected version 3 0 5 of the framework and was linked to another typo issue 11137 Chris Beams fixed the issue in a commit and Oliver Drotbohm reassigned the task to ensure the correct file overview full graffle was updated,0,0,1,1,0,0,0
The reference documentation for Spring 3 0 still mentions ServerSessionMessageListenerContainer which was deprecated in Spring 2 5 and removed in Spring 3 0 This class has been replaced by DefaultMessageListenerContainer and JmsMessageEndpointManager The issue affects version 3 0 1 as noted in the JIRA ticket SPR 7207 opened by Stefan Scheidt The outdated section can be found in the JMS documentation under asynchronous message reception,0,0,1,1,0,0,0
In the Spring Framework version 3 0 1 there was an issue with OSGi dependencies where all packages in the spring bundles required dependency bundles with versions between 3 0 0 3 0 1 This was a known issue often humorously referred to by developers Juergen Hoeller noted that the problem was resolved in the 3 0 1 RELEASE A update and also in the 3 0 2 snapshots,0,0,1,1,0,0,0
The issue SPR 6781 addresses errors in Spring s documentation regarding multiple persistence units Key corrections include changing persistenceXmlLocation to persistenceXmlLocations in DefaultPersistenceUnitManager to prevent conversion errors Additionally specifying persistenceUnitName in LocalContainerEntityManagerFactoryBean is crucial to avoid exceptions related to undefined persistence units It is necessary to create a separate LocalContainerEntityManagerFactoryBean for each persistence unit as JPA maps one persistence unit to one EntityManagerFactory This setup while not ideal is manageable due to the typically low number of units The documentation should clarify these points and provide examples with multiple EntityManagerFactoryBeans There s a suggestion for a more convenient setup for multiple persistence units reflecting its common use in enterprise applications,0,0,1,1,0,0,0
In the Pooling target sources section of the Spring reference manual there s a typo where havadoc should be javadoc This issue identified in version 3 0 GA affects documentation clarity The correction ensures accurate reference to the Java documentation for AbstractPoolingTargetSource and its implementations The issue was documented in SPR 6748 https jira spring io browse SPR 6748 by Stevo Slavi with related details in a specific commit on GitHub,0,0,1,1,0,0,0
In the Spring Framework issue SPR 6725 https jira spring io browse SPR 6725 Grzegorz Grzybek pointed out that the ProxyFactory in the AdvisedSupport class does not include a method to add interceptors directly contrary to some documentation claims The documentation inaccurately suggested that interceptors a type of advice could be manipulated throughout the lifecycle of a ProxyFactory Instead the ProxyFactory supports adding Advisors and Advices without specific emphasis on interceptors This discrepancy was acknowledged by Juergen Hoeller noting that the documentation had been outdated for some time This issue affects version 3 0 GA and was referenced in a specific commit on the Spring Framework s GitHub repository,0,0,1,1,0,0,0
In the Spring Framework the issue SPR 6723 was raised by Grzegorz Grzybek to address a documentation concern regarding the aopProxyFactory property This property is found in org springframework aop framework ProxyCreatorSupport but is not part of ProxyConfig The concern was acknowledged by Juergen Hoeller who encouraged further feedback and contributions to improve the documentation This reflects the collaborative nature of open source projects where community input is valued for enhancing clarity and functionality,0,0,1,1,0,0,0
In the Spring Framework reference documentation there was an error in chapter 6 5 1 regarding the method for escaping single quotes in strings Initially it stated that a backslash should be used but the correct method is to use two single quote characters as per the Tokenizer lexQuotedStringLiteral method in the code This issue was identified by Grzegorz Grzybek and acknowledged by Juergen Hoeller who appreciated the correction,0,0,1,1,0,0,0
The issue in SPR 6713 highlights an error in the documentation of the GenericConverter interface specifically in the method signature of getConvertibleTypes The documented signature is incorrectly shown as returning a 2D array of Class but the correct signature should return a Set ConvertiblePair This discrepancy affects version 3 0 GA of the software Grzegorz Grzybek opened the issue to address this mistake suggesting that the correct signature be used to avoid confusion and ensure accurate implementation,0,0,1,1,0,0,0
The issue SPR 6691 opened by Stevo Slavi highlights a broken link in the Spring reference manual related to method injection Specifically the link in the Lookup method injection section incorrectly points to a non existent page and should be updated to Rod s correct blog entry on method injection This affects version 3 0 GA of the Spring Framework Juergen Hoeller acknowledged the error and thanked Stevo for bringing it to attention The issue is also referenced in a specific GitHub commit,0,0,1,1,0,0,0
The issue in ResourceDatabasePopulator involves the splitSqlScript method which incorrectly handles SQL strings with escaped single quotes This occurs because the method checks each character individually leading to misinterpretation of escaped characters as real single quotes This flaw causes incorrect splitting of the SQL script when it encounters an escaped single quote The problem affects version 3 0 GA and was referenced in a specific commit Dave Syer noted that while double single quotes work by default a fix was added for backslash detection although it lacks MySQL integration tests Juergen Hoeller pointed out that SQL escaping methods vary across databases with MySQL using backslashes and others using double single quotes,0,0,1,1,0,0,0
The error in the JavaConfig sample code in section 3 11 2 2 of the Spring Framework documentation involves an incorrect use of the ApplicationContext interface The method register is mistakenly attributed to ApplicationContext when it should be used with AnnotationConfigApplicationContext The corrected code initializes an AnnotationConfigApplicationContext object directly allowing the registration of configuration classes and subsequent context refresh This adjustment ensures that beans like MyService can be retrieved and used correctly The issue affects version 3 0 GA and is documented in the Spring issue tracker as SPR 6638 with references to specific commits for further details,0,0,1,1,0,0,0
In the JavaConfig sample code from the Spring documentation there is an error in the method signature The method is incorrectly defined with a void return type which is unnecessary and incorrect for a Bean method The correct definition should specify the return type of the bean being created This issue was reported by Gildas Cuisinier and is linked to another documentation error under issue 11298 The error was referenced in a specific commit in the Spring Framework s GitHub repository highlighting the need for accurate coding examples in official documentation to prevent misunderstandings,0,0,1,1,0,0,0
